"","predict","y.lower","y.upper"
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr12:37856694-109373470",31451.115234375,15671.3481993227,154757.262386538
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr14:19000000-107289540",51045.71875,5799.07336799802,137019.422861782
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr17:62460760-77546461",94259.2265625,2047.84543288499,Inf
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr3:60000-66170270",22739.666015625,5477.88586443665,842603.108832316
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr8:86726451-142766515",41907.453125,6791.69096184522,462307.257401295
"H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr9:92678796-133073060",62098.55859375,85854.9888714496,267473.795927031
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr12:37856694-109373470",42372.33984375,12094.4466193318,293204.871660056
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr14:19000000-107289540",63711.26171875,3509.02851113676,280715.859850644
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr17:62460760-77546461",133554.03125,2423.75604880229,Inf
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr3:60000-66170270",33819.6328125,7442.46872484687,10588.5107287317
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr8:86726451-142766515",85871.8203125,19971.6725094542,778720.141556294
"H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr9:92678796-133073060",145043.984375,31302.0566620819,197452.368554095
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr12:37856694-109373470",58374.8203125,17410.4566771835,369585.001886357
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr14:19000000-107289540",81177.84375,3996.76191064716,423781.641961029
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr17:62460760-77546461",131126.078125,4655.2810732499,Inf
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr3:60000-66170270",38355.3515625,15018.4137527347,1285142.94896782
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr8:86726451-142766515",83531.03125,23678.8333031164,1227721.04583239
"H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr9:92678796-133073060",139504.203125,27032.1292012415,270735.970325439
