"","predict","y.lower","y.upper"
"H3K27me3_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr5:49600000-91636128",1489559.75,632798.602951275,Inf
"H3K27me3_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr5:49600000-91636128",12684.515625,12629.086219702,40195.3450754855
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr3:60000-66170270",524120.78125,32106.8930526137,105624.077408907
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr5:49600000-91636128",193824.6875,94908.2758995023,Inf
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr3:60000-66170270",433912.625,59644.2034975458,96412.31415917
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr5:49600000-91636128",487214.78125,67143.7149622214,68795.6337239243
"H3K27me3_TDH_some/samples/ips/MS032901/problems/chr3:60000-66170270",24359.693359375,28421.6330856971,41715.7075056286
"H3K27me3_TDH_some/samples/ips/MS032901/problems/chr5:49600000-91636128",58964.546875,11342.2919531148,86426.5365119539
"H3K27me3_TDH_some/samples/ips/MS033001/problems/chr3:60000-66170270",100252.1484375,35855.2029205564,60570.985053529
"H3K27me3_TDH_some/samples/ips/MS033001/problems/chr5:49600000-91636128",732802.1875,14248.2337600496,115327.18511844
"H3K27me3_TDH_some/samples/ips/MS033101/problems/chr3:60000-66170270",181843,53638.5248314348,63379.5629021034
"H3K27me3_TDH_some/samples/ips/MS033101/problems/chr5:49600000-91636128",257429.171875,48090.2630042123,341816.769679742
