sequenceID,min.log.lambda,max.log.lambda
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr10:133727527-135524747,7.00511166307759,9.19421698669335
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:144810724-145833118,8.59297089120082,11.3420765552859
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:206482221-223747846,7.98241469503341,10.5172681043462
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:30028082-103863906,8.85917076476659,9.79225331048846
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr21:14338129-42955559,9.69403875565875,10.5102997087906
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:149790582-234003741,11.392480843145,12.8058940182774
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:21178113-87668206,8.06413055404097,9.54517658353332
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr3:60000-66170270,9.03174713038524,9.04479468844885
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr6:62178589-95680543,8.60572483755668,11.3903621655224
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr9:70835468-92343416,9.11986265581675,9.53019354227571
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr9:92678796-133073060,9.63519420866876,10.3440721079569
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr10:133727527-135524747,8.63385123871764,10.7581147296701
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr1:144810724-145833118,7.89810792736728,8.32883837330401
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr1:206482221-223747846,7.02839373994308,10.9682665417482
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr1:30028082-103863906,7.35226645892663,7.50514484033485
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr21:14338129-42955559,7.44191578658131,9.38780504865803
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr2:149790582-234003741,9.11180739145302,10.132088668228
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr2:21178113-87668206,7.98855690733598,10.9770769932121
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr3:60000-66170270,7.64014526159963,7.76485198713713
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr6:62178589-95680543,7.84201978064086,10.8244183527267
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr9:70835468-92343416,7.4394648870322,7.73302090227399
H3K4me3_PGP_immune/samples/bcell/McGill0322/problems/chr9:92678796-133073060,9.34412710847024,10.4151043570841
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr10:133727527-135524747,7.90042706274158,10.832546835368
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr1:144810724-145833118,9.38307527454221,10.7177773543812
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr1:206482221-223747846,7.30424451656443,10.8615755428056
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr1:30028082-103863906,8.51558794761012,8.70212849790438
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr21:14338129-42955559,7.66736661662945,8.17932025388092
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr2:149790582-234003741,10.0992266836476,10.5339637380684
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr2:21178113-87668206,8.78469965449921,11.8210017249014
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr3:60000-66170270,8.17751608868383,8.81861009473812
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr6:62178589-95680543,8.0843431614693,8.80842588586776
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr9:70835468-92343416,8.31581807949756,9.99588273670633
H3K4me3_PGP_immune/samples/monocyte/McGill0001/problems/chr9:92678796-133073060,7.84569684286882,8.19244866729979
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr10:133727527-135524747,8.8830663316074,11.7160806115114
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr1:144810724-145833118,10.9886982008837,12.3522697878334
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr1:206482221-223747846,7.19053583424818,12.9182585224652
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr1:30028082-103863906,8.97391238084951,9.57318282738511
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr21:14338129-42955559,9.18864757994179,10.6977503713824
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr2:149790582-234003741,11.2301525751187,12.1053149572242
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr2:21178113-87668206,9.84690543918139,13.4167057922273
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr3:60000-66170270,9.74392399787278,10.3339960047213
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr6:62178589-95680543,9.66006654026017,10.1182396585285
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr9:70835468-92343416,10.2352510057903,10.5853494987397
H3K4me3_PGP_immune/samples/monocyte/McGill0002/problems/chr9:92678796-133073060,8.82429760585736,9.43713805282114
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr10:133727527-135524747,9.09607699051289,9.912217667165
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr1:144810724-145833118,10.9784613049193,11.5048107012513
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr1:206482221-223747846,8.28904199375285,11.8016403315088
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr1:30028082-103863906,8.83300846629817,8.90762445332529
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr21:14338129-42955559,9.00162760133896,9.3856249588469
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr2:149790582-234003741,10.295840456326,11.3031391612533
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr2:21178113-87668206,7.88903239591653,8.62958593883199
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr3:60000-66170270,9.33820437698059,9.38701783787228
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr6:62178589-95680543,9.56429786408381,10.7361223950235
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr9:70835468-92343416,9.38527460363846,9.60946307621209
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr9:92678796-133073060,8.32215712169596,8.68563852259544
H3K4me3_PGP_immune/samples/monocyte/McGill0079/problems/chr10:133727527-135524747,8.98304191411957,11.3373255393157
H3K4me3_PGP_immune/samples/monocyte/McGill0079/problems/chr1:144810724-145833118,11.2006974152619,13.5407869846029
H3K4me3_PGP_immune/samples/monocyte/McGill0079/problems/chr1:206482221-223747846,8.351036693749,14.6092354392751
