sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr10:133727527-135524747,0,0,0,1,126,1.68007200008903,4.55648880786668,1797220,39586,0,0,0,0.693147180559945,4.84418708645859,0.985843659866749,1.71496639939996,14.401752140953,10.5862560605177,-Inf,-Inf,-Inf,0,4.83628190695148,0.518836649692673,1.51655232865051,14.4017515845382,10.5862307993807,,,,-Inf,1.57614622446784,-0.656166185833972,0.416439553749992,2.66734983699983,2.35955417552013
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:144810724-145833118,0,1,3,8,323,7.0048151691031,15.5752181741575,1022394,82184,0,0.693147180559945,1.38629436111989,2.19722457733622,5.78074351579233,2.0800432567509,2.80790869883039,13.8376584721396,11.3167280826406,-Inf,0,1.09861228866811,2.07944154167984,5.77765232322266,1.94659779387386,2.74568107254699,13.8376574940436,11.3167159148961,,-Inf,0.0940478276166991,0.732099368086445,1.75399742772108,0.666083127686824,1.01002915804681,2.62739367965335,2.42628091715889
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:206482221-223747846,0,0,2,4,214,3.3924267438914,5.11655289232579,17265625,748686,0,0,1.09861228866811,1.6094379124341,5.37063802812766,1.47988186339682,1.81099868494979,16.664228146475,13.5260762846381,-Inf,-Inf,0.693147180559945,1.38629436111989,5.36597601502185,1.22154551894663,1.63248094909034,16.6642280885565,13.5260749489655,,,-0.366512920581664,0.326634259978281,1.6800782821876,0.20011687581596,0.490100912324148,2.81326439136839,2.60461930024087
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:30028082-103863906,0,0,2,4,351,3.30758680230886,5.23079864564797,73835824,3098794,0,0,1.09861228866811,1.6094379124341,5.8636311755981,1.46037784065251,1.82950451810622,18.1173546053903,14.9465238842108,-Inf,-Inf,0.693147180559945,1.38629436111989,5.86078622346587,1.19621886074692,1.65456397113146,18.1173545918467,14.9465235615046,,,-0.366512920581664,0.326634259978281,1.76828376241616,0.179165632722641,0.503537512564946,2.89687029612925,2.70447873510362
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr21:14338129-42955559,0,0,2,5,199,3.41104914033161,4.7535740373454,28617430,1234076,0,0,1.09861228866811,1.79175946922805,5.29831736654804,1.48411256146692,1.74982123342582,17.1695265656598,14.0258338802042,-Inf,-Inf,0.693147180559945,1.6094379124341,5.29330482472449,1.22701990976241,1.55889676402865,17.169526530716,14.0258330698816,,,-0.366512920581664,0.475884995327111,1.66644278137904,0.204588391972359,0.443978368530027,2.84313609914863,2.64090084856675
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:149790582-234003741,0,1,2,5,333,3.64529925780364,5.62783579285771,84213159,3835588,0,0.693147180559945,1.09861228866811,1.79175946922805,5.8111409929767,1.53585579598251,1.89127832449244,18.2488617615367,15.1598335663881,-Inf,0,0.693147180559945,1.6094379124341,5.80814248998044,1.29343846299688,1.72772496200661,18.248861749662,15.1598333056719,,-Inf,-0.366512920581664,0.475884995327111,1.75926081062039,0.257304147485885,0.546805492208256,2.90410270820189,2.71864938448569
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:21178113-87668206,0,0,2,4,268,3.37759154585631,5.20860264192892,66490093,2850210,0,0,1.09861228866811,1.6094379124341,5.59471137960184,1.47649869777618,1.82593585322242,18.0125635321241,14.8629035845921,-Inf,-Inf,0.693147180559945,1.38629436111989,5.59098698051086,1.21716289510556,1.65031161286793,18.0125635170842,14.8629032337408,,,-0.366512920581664,0.326634259978281,1.72115583339055,0.196522654765295,0.500964126364983,2.89106948759752,2.69886839259862
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr3:60000-66170270,0,0,2,4,222,3.19091290959786,4.78148410010691,66110270,2726079,0,0,1.09861228866811,1.6094379124341,5.40717177146012,1.43291858838769,1.75466041445025,18.0068346785299,14.8183752378366,-Inf,-Inf,0.693147180559945,1.38629436111989,5.40267738187228,1.1603070544128,1.56475097950797,18.0068346634037,14.8183748710095,,,-0.366512920581664,0.326634259978281,1.68689464215417,0.148684672170861,0.447726692806161,2.89075138934945,2.69586795602846
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr6:62178589-95680543,0,1,3,6,281,4.05284393262554,5.10504892974424,33501954,1686639,0,0.693147180559945,1.38629436111989,1.94591014905531,5.64190707093811,1.61995123975037,1.80911612223067,17.3271143533015,14.3382489421939,-Inf,0,1.09861228866811,1.79175946922805,5.63835466933375,1.39941884027402,1.63023003624146,17.3271143234525,14.338248349299,,-Inf,0.0940478276166991,0.583198080782659,1.72959229765443,0.336057036347518,0.488721131389761,2.85227257650154,2.66293067633654
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr9:70835468-92343416,0,0,2,5,174,3.39861454937496,4.75336359917741,21507948,938814,0,0,1.09861228866811,1.79175946922805,5.16478597392351,1.48128961619857,1.74978465754878,16.8839331456982,13.7523737206754,-Inf,-Inf,0.693147180559945,1.6094379124341,5.15905529921453,1.22336786309939,1.55885249358614,16.8839330992037,13.7523726555023,,,-0.366512920581664,0.475884995327111,1.64075348118443,0.201607598966831,0.443949969554451,2.82636246553404,2.62121136599018
