"","predict","y.lower","y.upper"
"H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:149509645-205922707",10.6492224819385,9.10447812003173,11.0021589070424
"H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:149509645-205922707",10.6683881634689,8.88886540203109,10.8632526685379
"H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:149509645-205922707",10.201585906956,8.77562046982362,10.794574676621
"H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:149509645-205922707",9.87075246235482,10.4173034760711,Inf
"H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:149509645-205922707",10.5366586469934,9.77037924676489,9.98165780300296
"H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr1:149509645-205922707",10.4982098279462,8.71058056362715,11.208823802851
"H3K27ac_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr1:149509645-205922707",10.3852933366254,8.74484839608055,10.5200072711756
"H3K27ac_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr1:149509645-205922707",10.6013994495074,9.46533668966948,10.9236034839039
"H3K27ac_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr1:149509645-205922707",10.7192169514611,9.52650149123505,11.1346390099471
"H3K27ac_TDH_some/samples/ips/MS032901/problems/chr1:149509645-205922707",10.0011491364667,7.83426208116652,9.9226176606579
"H3K27ac_TDH_some/samples/ips/MS033001/problems/chr1:149509645-205922707",9.76702811828998,7.22189700034675,8.93729396318802
"H3K27ac_TDH_some/samples/ips/MS033101/problems/chr1:149509645-205922707",9.77724928891929,6.93451786992344,9.33873134170717
"H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr1:149509645-205922707",11.2697924089384,10.1795646936152,12.4454969130991
"H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:149509645-205922707",10.1307534673986,8.03756411880953,8.9892875890152
"H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:149509645-205922707",9.81507196237856,7.81586655256005,8.17255293182946
"H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:149509645-205922707",10.0894534026695,7.64507487665624,9.31361481564803
"H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:149509645-205922707",10.0521442727186,7.90001034317513,9.8404569400152
"H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:149509645-205922707",10.0059923102771,7.87505614523436,10.7705673852202
"H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:149509645-205922707",9.7679655664019,7.60130668648945,9.88333558236327
