sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,0,0,1,2,75,1.60660146573399,3.59892593164431,61771918,2331101,0,0,0.693147180559945,1.09861228866811,4.33073334028633,0.958047252430749,1.52582278311049,17.9389594340505,14.6618516751043,-Inf,-Inf,0,0.693147180559945,4.31748811353631,0.474121057077583,1.28063544862513,17.9389594178619,14.6618512461225,,,-Inf,-0.366512920581664,1.46267377794546,-0.746292595216285,0.247356398982238,2.88697485148472,2.68524896721198
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,0,0,1,2,115,1.23545942626437,2.55527141512846,39439245,1195628,0,0,0.693147180559945,1.09861228866811,4.75359019110636,0.804446766790832,1.26843140777505,17.4902719698689,13.9941829647016,-Inf,-Inf,0,0.693147180559945,4.74493212836325,0.211442905975575,0.938158447026863,17.4902719445135,13.9941821283214,,,-Inf,-0.366512920581664,1.5570771281373,-1.55380026504438,-0.0638364241700191,2.86164483748101,2.63864168098258
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr3:93504854-194041961,0,0,1,2,81,1.50695164721619,3.14118811856876,100537107,3636237,0,0,0.693147180559945,1.09861228866811,4.40671924726425,0.919067531880539,1.42098273182639,18.4260374511442,15.106460188683,-Inf,-Inf,0,0.693147180559945,4.39444915467244,0.410088833672533,1.14460111006165,18.4260374411976,15.1064599136734,,,-Inf,-0.366512920581664,1.48034218873659,-0.891381475258812,0.135056200817356,2.9137647426611,2.71512246118931
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr4:32840638-40296396,0,0,1,2,77,1.30711189928643,2.62883113098993,7455758,238957,0,0,0.693147180559945,1.09861228866811,4.35670882668959,0.835996482257383,1.28891059394072,15.8244973118638,12.3840430832534,-Inf,-Inf,0,0.693147180559945,4.34380542185368,0.267820046345646,0.96653931051237,15.8244971777393,12.3840388984088,,,-Inf,-0.366512920581664,1.46875078923747,-1.31743999286699,-0.034033308101002,2.76155919360691,2.51640845786382
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr4:40297096-49000000,0,0,1,2,72,1.38036774851245,2.65179941311032,8702904,294674,0,0,0.693147180559945,1.09861228866811,4.29045944114839,0.86725499192869,1.29522003600804,15.9791674359359,12.5936283330948,-Inf,-Inf,0,0.693147180559945,4.27666611901606,0.322349948097757,0.97523843338098,15.9791673210317,12.5936249395198,,,-Inf,-0.366512920581664,1.45317376190395,-1.1321175282376,-0.0250732908236317,2.7712858314105,2.53319072873694
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr1:30028082-91800000,0,0,1,2,92,1.60625412343518,4.54323080162352,61771918,2207821,0,0,0.693147180559945,1.09861228866811,4.53259949315326,0.957913988697126,1.71257750796582,17.9389594340505,14.6075170671875,-Inf,-Inf,0,0.693147180559945,4.52178857704904,0.473904836777278,1.51363838927802,17.9389594178619,14.6075166142523,,,-Inf,-0.366512920581664,1.50890761846136,-0.746748743735973,0.414516281888941,2.88697485148472,2.68153623282402
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr2:110251337-149690582,0,0,1,1,127,1.16742067450835,3.14649836861138,39439245,1092679,0,0,0.693147180559945,0.693147180559945,4.85203026391962,0.773537831313505,1.42226421147154,17.4902719698689,13.9041439521059,-Inf,-Inf,0,0,4.84418708645859,0.15479676350597,1.14629020550748,17.4902719445135,13.9041430369244,,,-Inf,-Inf,1.57777944725274,-1.86564222562925,0.136530819661498,2.86164483748101,2.63218685593592
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr3:93504854-194041961,0,0,1,2,101,1.46566315062159,3.92769650661718,100537107,3387648,0,0,0.693147180559945,1.09861228866811,4.62497281328427,0.902460797934816,1.59487163882688,18.4260374511442,15.0356467284426,-Inf,-Inf,0,0.693147180559945,4.61512051684126,0.382307802588585,1.3680531234077,18.4260374411976,15.0356464332526,,,-Inf,-0.366512920581664,1.5293379817723,-0.961529228891954,0.313388651346746,2.9137647426611,2.7104238107442
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr4:32840638-40296396,0,0,1,2,93,1.24530731818281,3.32323709999488,7455758,219142,0,0,0.693147180559945,1.09861228866811,4.54329478227,0.808842401884785,1.46400445035196,15.8244973118638,12.2974797637443,-Inf,-Inf,0,0.693147180559945,4.53259949315326,0.219382341370118,1.20093933801423,15.8244971777393,12.2974752005035,,,-Inf,-0.366512920581664,1.51129561446017,-1.51693922038693,0.183104032258688,2.76155919360691,2.50939397305621
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr4:40297096-49000000,0,0,1,2,89,1.29519617819523,3.28786652173516,8702904,267281,0,0,0.693147180559945,1.09861228866811,4.49980967033027,0.830818320554332,1.45578929495732,15.9791674359359,12.4960595597922,-Inf,-Inf,0,0.693147180559945,4.48863636973214,0.258662172632056,1.19023888079058,15.9791673210317,12.4960558184184,,,-Inf,-0.366512920581664,1.50154895178096,-1.3522324214631,0.17415402713798,2.7712858314105,2.52541305999024
