sequenceID,min.log.lambda,max.log.lambda,possible.fp,fp,possible.fn,fn,labels,errors
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,-Inf,2.37957825841354,8,8,2,0,8,8
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,2.37957825841354,5.2282050158279,8,8,2,0,8,8
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,5.2282050158279,6.85111129737965,8,7,2,0,8,7
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,6.85111129737965,7.85228186158022,8,5,2,0,8,5
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,7.85228186158022,8.4387095295013,8,3,2,0,8,3
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.4387095295013,8.74831703182425,8,1,2,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.74831703182425,8.860363257006,8,1,2,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.860363257006,8.89749999673558,8,1,2,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.89749999673558,8.91030721047939,8,1,2,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.91030721047939,8.91641504669271,8,1,2,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.91641504669271,8.91659730321455,8,1,2,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.91659730321455,8.92038313772289,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.92038313772289,8.94339538090159,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.94339538090159,9.16352485552641,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,9.16352485552641,10.532622285594,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,10.532622285594,11.5842382872424,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.5842382872424,11.7728897286857,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.7728897286857,11.8254959892175,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.8254959892175,11.8604718470805,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.8604718470805,11.8718108912974,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.8718108912974,11.8754787367654,8,0,2,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.8754787367654,11.8777874178392,8,0,2,2,8,2
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.8777874178392,11.8899499313177,8,0,2,2,8,2
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.8899499313177,11.9655421237877,8,0,2,2,8,2
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,11.9655421237877,12.5104613383788,8,0,2,2,8,2
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,12.5104613383788,Inf,8,0,2,2,8,2
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,-Inf,2.42208468360012,8,8,4,0,8,8
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,2.42208468360012,5.08382366688711,8,8,4,0,8,8
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,5.08382366688711,6.20836697599812,8,8,4,0,8,8
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,6.20836697599812,7.18183594673172,8,8,4,0,8,8
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,7.18183594673172,8.22140416733001,8,1,4,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.22140416733001,8.3362317795498,8,1,4,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.3362317795498,8.34100310836368,8,1,4,0,8,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.34100310836368,8.34604125304194,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.34604125304194,8.35115442731186,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.35115442731186,8.37207109403706,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.37207109403706,8.41322574051408,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.41322574051408,8.49552185483305,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.49552185483305,8.84833772053348,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.84833772053348,9.87004663771695,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,9.87004663771695,11.0092483529402,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,11.0092483529402,11.5027094430616,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,11.5027094430616,11.609538811739,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,11.609538811739,11.6210320052887,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,11.6210320052887,11.6223156611896,8,0,4,0,8,0
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,11.6223156611896,11.6244161574939,8,0,4,2,8,2
