"","predict","y.lower","y.upper"
"H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr7:282484-50370631",8648811.54673739,2407108.03608322,13033475.3523296
"H3K27me3_RL_cancer/samples/BT245/C24-Rx/problems/chr7:282484-50370631",8764697.49073276,4578433.44798265,27087451.1841203
"H3K27me3_RL_cancer/samples/BT245/p6/problems/chr7:282484-50370631",8860861.77705929,1783409.63266749,4923345.5051269
"H3K27me3_RL_cancer/samples/BT416/C11-Rx/problems/chr7:282484-50370631",8593103.74440973,1198524.33599287,30119365.701847
"H3K27me3_RL_cancer/samples/BT416/p8/problems/chr7:282484-50370631",8533480.93864685,7016163.07395206,67624585.8603297
"H3K27me3_RL_cancer/samples/DIPGVI/C27/problems/chr7:282484-50370631",6349144.43656225,47487445.2779383,Inf
"H3K27me3_RL_cancer/samples/DIPGVI/C30-Rx/problems/chr7:282484-50370631",8597433.43068673,80903657.2105878,Inf
"H3K27me3_RL_cancer/samples/DIPGXIII/C12-Rx/problems/chr7:282484-50370631",7899125.67868076,2002460.75870994,7921675.17983025
"H3K27me3_RL_cancer/samples/DIPGXIII/C14-Rx/problems/chr7:282484-50370631",8238651.10467267,1191666.76031494,4564196.84411628
"H3K27me3_RL_cancer/samples/DIPGXIII/p11/problems/chr7:282484-50370631",8408743.90649387,336920453.421872,Inf
"H3K27me3_RL_cancer/samples/G477/p5-Rx/problems/chr7:282484-50370631",8028686.63406954,358650.005783095,3470857.28483947
"H3K27me3_RL_cancer/samples/G477/p6-Rx/problems/chr7:282484-50370631",8278822.98766453,186721.6142807,1881834.5198059
"H3K27me3_RL_cancer/samples/G477/p6/problems/chr7:282484-50370631",8447686.39994651,793279.803480165,10041941.4531628
"H3K27me3_RL_cancer/samples/Input/BT416_C11-Rx/problems/chr7:282484-50370631",7881683.38462234,169390.642642973,Inf
"H3K27me3_RL_cancer/samples/Input/DIPGXIII_C14-Rx/problems/chr7:282484-50370631",7768838.1603791,1694308.0197449,Inf
"H3K27me3_RL_cancer/samples/PS10801/C13-Rx/problems/chr7:282484-50370631",8241895.25623932,2579402.91193395,13140560.6385347
"H3K27me3_RL_cancer/samples/PS10801/p18/problems/chr7:282484-50370631",8609988.68514201,30854916.9239159,41621887.3392382
"H3K27me3_RL_cancer/samples/pcGBM2/p18-Rx/problems/chr7:282484-50370631",9944676.34481611,1657876.10417935,2762306.46334835
"H3K27me3_RL_cancer/samples/pcGBM2/p18/problems/chr7:282484-50370631",9656563.92121138,13637114.5433965,14425987.0475228
