sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,0,0,1,4,210,2.95851088562868,4.77218746492521,17914675,690233,0,0,0.693147180559945,1.6094379124341,5.35185813347607,1.37586791556335,1.75305111871499,16.7011308231544,13.4447859495165,-Inf,-Inf,0,1.38629436111989,5.34710753071747,1.08468606256968,1.56280478781553,16.7011307673342,13.4447845007314,,,-Inf,0.326634259978281,1.67655576624081,0.0812906018708379,0.44648214780781,2.81547642774926,2.59859126138348
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr11:96437584-134946516,0,0,2,4,227,3.19366423872778,4.98697678985294,38508932,1574845,0,0,1.09861228866811,1.6094379124341,5.42934562895444,1.433574871747,1.78958657517822,17.4664007983182,14.2696680476835,-Inf,-Inf,0.693147180559945,1.38629436111989,5.4249500174814,1.1611689217648,1.60682987242301,17.4664007723502,14.2696674127006,,,-0.366512920581664,0.326634259978281,1.6910086860166,0.149427188914901,0.474263214581734,2.86027907958597,2.65813612446876
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr12:38150000-66400000,0,0,2,5,207,3.56002477876106,5.44496905939004,28250000,1272035,0,0,1.09861228866811,1.79175946922805,5.33753807970132,1.51732805745036,1.86329983566435,17.156604050955,14.0561293243685,-Inf,-Inf,0.693147180559945,1.6094379124341,5.33271879326537,1.26976750516586,1.69469207397944,17.1566040155567,14.0561285382269,,,-0.366512920581664,0.475884995327111,1.67386120066987,0.238833816913191,0.527501057060149,2.84238317328346,2.64305849556601
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr18:18521000-52059136,0,0,2,5,166,3.36040070921055,4.49955842569111,33538136,1436119,0,0,1.09861228866811,1.79175946922805,5.11799381241676,1.4725639589201,1.70466780277733,17.3281937671994,14.1774555905585,-Inf,-Inf,0.693147180559945,1.6094379124341,5.11198778835654,1.21206022555798,1.50397926433725,17.3281937373826,14.1774548942376,,,-0.366512920581664,0.475884995327111,1.63158832825324,0.192321577467,0.408114438422797,2.85233487079301,2.65165301939773
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr1:17175658-29878082,0,0,0,2,173,1.80249478367279,4.29715704271793,12702424,315428,0,0,0,1.09861228866811,5.15905529921453,1.03051001465033,1.667170269606,16.3573034780831,12.6616888960185,-Inf,-Inf,-Inf,0.693147180559945,5.15329159449778,0.589171696232577,1.45795365118529,16.3573033993579,12.661685725728,,,,-0.366512920581664,1.63963565507242,-0.529037633170422,0.377033843770674,2.79467448869872,2.53858056154286
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr1:30028082-91800000,0,0,2,4,351,3.2081565445321,5.2438981707547,61771918,2524883,0,0,1.09861228866811,1.6094379124341,5.8636311755981,1.43702467639081,1.83160469418495,17.9389594340505,14.7417056790422,-Inf,-Inf,0.693147180559945,1.38629436111989,5.86078622346587,1.16569648698453,1.65706514747392,17.9389594178619,14.7417052829844,,,-0.366512920581664,0.326634259978281,1.76828376241616,0.153318751285964,0.505048054191721,2.88697485148472,2.69068057090971
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr2:21178113-33000000,0,0,1,4,157,2.76614122601578,4.66383206331788,11821887,424063,0,0,0.693147180559945,1.6094379124341,5.06259503302697,1.32605092980157,1.73410070611391,16.2854632864593,12.9576396662195,-Inf,-Inf,0,1.38629436111989,5.05624580534831,1.01745328979013,1.53983744139261,16.2854632018704,12.9576373080821,,,-Inf,0.326634259978281,1.62062427222695,0.0173027304406921,0.431676853316681,2.79027288179132,2.56168536782914
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr2:33200000-87000000,0,0,2,5,268,3.51489154275093,5.31012839407982,53800000,2390152,0,0,1.09861228866811,1.79175946922805,5.59471137960184,1.50738116504132,1.84215602406082,17.8007840437194,14.6868679385951,-Inf,-Inf,0.693147180559945,1.6094379124341,5.59098698051086,1.2570086692392,1.66961601463757,17.800784025132,14.6868675202118,,,-0.366512920581664,0.475884995327111,1.72115583339055,0.228734826353777,0.51259366863565,2.87924250268376,2.6869537285235
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr2:5118788-16279724,0,0,1,4,123,2.86239756235499,4.17937239376694,11160936,415911,0,0,0.693147180559945,1.6094379124341,4.82028156560504,1.35128812079903,1.64468388942654,16.2279304719664,12.9382289784044,-Inf,-Inf,0,1.38629436111989,4.81218435537242,1.05165958216316,1.43016109023194,16.2279303823682,12.9382265740468,,,-Inf,0.326634259978281,1.57115110896884,0.0503694708489632,0.357787088439069,2.78673385536508,2.56018622976145
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr2:95326171-109668000,0,0,2,4,234,3.40273489524941,5.39317294421701,14341829,622901,0,0,1.09861228866811,1.6094379124341,5.45958551414416,1.48222591493353,1.85523069354085,16.4786910000564,13.3421444820253,-Inf,-Inf,0.693147180559945,1.38629436111989,5.4553211153577,1.22457948923685,1.68513388411776,16.4786909303303,13.3421428766351,,,-0.366512920581664,0.326634259978281,1.69659148379588,0.202597510972281,0.521845017097536,2.80206808748711,2.5909276630169
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr3:93504854-194041961,0,1,2,5,333,3.6468566178257,5.32334611979682,100537107,4598600,0,0.693147180559945,1.09861228866811,1.79175946922805,5.8111409929767,1.53619099484432,1.84424851738486,18.4260374511442,15.3412626847675,-Inf,0,0.693147180559945,1.6094379124341,5.80814248998044,1.29386559595242,1.67210207552152,18.4260374411976,15.34126246731,,-Inf,-0.366512920581664,0.475884995327111,1.75926081062039,0.257634323568553,0.514081562752097,2.9137647426611,2.73054609159511
