sequenceID,min.log.lambda,max.log.lambda,possible.fp,fp,possible.fn,fn,labels,errors
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,-Inf,2.56719700224901,8,8,4,0,8,8
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,2.56719700224901,5.26506462679617,8,7,4,0,8,7
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.26506462679617,5.56022908355859,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.56022908355859,5.57822273680204,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.57822273680204,5.57993910774401,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.57993910774401,5.58071963008934,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.58071963008934,5.58103845364031,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.58103845364031,5.58131908169391,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.58131908169391,5.5813801193572,8,6,4,0,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.5813801193572,5.58141853195416,8,5,4,1,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.58141853195416,5.58370538071233,8,5,4,1,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.58370538071233,5.58994906360131,8,5,4,1,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.58994906360131,5.60389504896241,8,5,4,1,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.60389504896241,5.64562700881444,8,5,4,1,8,6
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.64562700881444,5.7452441431525,8,4,4,1,8,5
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.7452441431525,5.93542998707149,8,4,4,1,8,5
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,5.93542998707149,6.56613360019416,8,4,4,1,8,5
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,6.56613360019416,7.3651836987973,8,4,4,1,8,5
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.3651836987973,7.74759883454838,8,3,4,1,8,4
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.74759883454838,7.86460928971559,8,3,4,1,8,4
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.86460928971559,7.90063335990043,8,3,4,1,8,4
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.90063335990043,7.91589125824816,8,3,4,1,8,4
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.91589125824816,7.92181538963229,8,3,4,1,8,4
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.92181538963229,7.92278626362851,8,3,4,1,8,4
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.92278626362851,7.92341162543908,8,3,4,1,8,4
