"","predict","y.lower","y.upper"
"H3K27me3_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr14:19050000-107289540",10.8011474831434,14.8916095246331,Inf
"H3K27me3_TDH_some/samples/brain/CEMT0023.gDNA/problems/chr14:19050000-107289540",10.3795595376127,10.8956417524418,11.8440528748751
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr14:19050000-107289540",11.6755117216138,12.1250929859271,13.3627708499566
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0031.gDNA/problems/chr4:9324642-31820917",11.4304784335161,10.3314040704893,10.9945020407069
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr14:19050000-107289540",11.3879106071935,12.4504162709647,12.5149381120556
"H3K27me3_TDH_some/samples/hematopoietic/CEMT0032.gDNA/problems/chr4:9324642-31820917",11.6810167729658,12.5822020835913,Inf
"H3K27me3_TDH_some/samples/ips/MS032901/problems/chr14:19050000-107289540",10.5621085513979,10.3365640489665,11.0373273587973
"H3K27me3_TDH_some/samples/ips/MS032901/problems/chr4:9324642-31820917",10.7807035555136,9.32399005819935,10.0187504129159
"H3K27me3_TDH_some/samples/ips/MS033001/problems/chr14:19050000-107289540",10.5429235120197,9.87975112833812,11.486335846383
"H3K27me3_TDH_some/samples/ips/MS033001/problems/chr4:9324642-31820917",10.7702364866464,9.03417744819066,9.75842368195183
"H3K27me3_TDH_some/samples/ips/MS033101/problems/chr14:19050000-107289540",11.0853404398948,11.3630962520559,12.6392883720036
"H3K27me3_TDH_some/samples/ips/MS033101/problems/chr4:9324642-31820917",11.6538111201321,10.4802785960385,10.8209693505091
