sequenceID,min.log.lambda,max.log.lambda,possible.fp,fp,possible.fn,fn,labels,errors
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,-Inf,3.11189973410524,8,8,5,0,13,8
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,3.11189973410524,6.14172989020143,8,8,5,0,13,8
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,6.14172989020143,7.35315240474664,8,7,5,0,13,7
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,7.35315240474664,8.00435991587153,8,6,5,0,13,6
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,8.00435991587153,8.40911981994524,8,6,5,0,13,6
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,8.40911981994524,8.94967303201554,8,3,5,0,13,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,8.94967303201554,9.34820963417975,8,1,5,0,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.34820963417975,9.44814545809911,8,1,5,0,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.44814545809911,9.49636933551417,8,1,5,0,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.49636933551417,9.52155306020525,8,1,5,0,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.52155306020525,9.5247009791313,8,1,5,0,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.5247009791313,9.52999494363676,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.52999494363676,9.60231076573992,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.60231076573992,9.85028453143034,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.85028453143034,10.310724013141,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,10.310724013141,10.6403283293668,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,10.6403283293668,10.6733327828174,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,10.6733327828174,10.6869170822208,8,0,5,0,13,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,10.6869170822208,10.687483193257,8,0,5,1,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,10.687483193257,10.8516792007846,8,0,5,1,13,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,10.8516792007846,11.0516256066481,8,0,5,2,13,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,11.0516256066481,11.9105936558915,8,0,5,3,13,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,11.9105936558915,Inf,8,0,5,5,13,5
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,-Inf,3.06758347115779,6,6,2,0,6,6
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,3.06758347115779,6.13975141683201,6,6,2,0,6,6
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,6.13975141683201,7.38343253397658,6,6,2,0,6,6
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,7.38343253397658,8.09161895973414,6,5,2,0,6,5
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,8.09161895973414,8.5155487545742,6,3,2,0,6,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,8.5155487545742,9.01850065828598,6,2,2,0,6,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.01850065828598,9.20381985252603,6,2,2,0,6,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.20381985252603,9.26483575999191,6,1,2,0,6,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.26483575999191,9.27334768864734,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.27334768864734,9.28412543355065,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.28412543355065,9.31059302051912,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.31059302051912,9.39765230441369,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.39765230441369,9.80107579003368,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.80107579003368,10.8422839082348,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,10.8422839082348,11.5878035867073,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,11.5878035867073,11.8987327314592,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,11.8987327314592,12.0093227362722,6,0,2,0,6,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,12.0093227362722,12.1478642439811,6,0,2,2,6,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,12.1478642439811,13.0895694627016,6,0,2,2,6,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,13.0895694627016,Inf,6,0,2,2,6,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,-Inf,3.09677562693231,10,10,5,0,14,10
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,3.09677562693231,6.16620303057774,10,10,5,0,14,10
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,6.16620303057774,7.40935670830203,10,8,5,0,14,8
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,7.40935670830203,8.09849318554871,10,8,5,0,14,8
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,8.09849318554871,8.54995224178338,10,5,5,0,14,5
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,8.54995224178338,9.08488009440541,10,4,5,0,14,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.08488009440541,9.31192770527539,10,4,5,0,14,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.31192770527539,9.42302718686647,10,4,5,0,14,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.42302718686647,9.47116842977143,10,4,5,0,14,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.47116842977143,9.50521746693022,10,4,5,0,14,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.50521746693022,9.51304840688842,10,2,5,0,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.51304840688842,9.5264118894866,10,2,5,1,14,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.5264118894866,9.56484785528353,10,2,5,1,14,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.56484785528353,9.62834003481747,10,2,5,1,14,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.62834003481747,9.67493125298331,10,2,5,1,14,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.67493125298331,9.69883921552506,10,2,5,1,14,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.69883921552506,9.69886553458489,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.69886553458489,9.70000104959794,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.70000104959794,9.70487842291049,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.70487842291049,9.74472128702956,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.74472128702956,9.80752220701311,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.80752220701311,9.85987172367222,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.85987172367222,9.89120534565498,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.89120534565498,9.9462779783902,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.9462779783902,9.98751887548142,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.98751887548142,10.0433646218361,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.0433646218361,10.0773772869806,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.0773772869806,10.1286055182481,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.1286055182481,10.1678000488845,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.1678000488845,10.1843315778161,10,0,5,1,14,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.1843315778161,10.1871212271954,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.1871212271954,10.1922932589317,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.1922932589317,10.2009775718795,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.2009775718795,10.2354082261335,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.2354082261335,10.3278895209115,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.3278895209115,10.6474024065495,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,10.6474024065495,11.1819630390045,10,0,5,2,14,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,11.1819630390045,12.1246621844913,10,0,5,3,14,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,12.1246621844913,Inf,10,0,5,5,14,5
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,-Inf,3.09287345447518,25,25,8,0,26,25
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,3.09287345447518,6.1054366069958,25,25,8,0,26,25
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,6.1054366069958,7.29295879161166,25,21,8,0,26,21
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,7.29295879161166,8.07762306149907,25,15,8,0,26,15
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,8.07762306149907,8.72697153884819,25,11,8,0,26,11
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,8.72697153884819,9.10366299441761,25,4,8,0,26,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.10366299441761,9.37769984327241,25,3,8,0,26,3
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.37769984327241,9.49911688748409,25,2,8,0,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.49911688748409,9.50411263775776,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.50411263775776,9.5117367430051,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.5117367430051,9.51732980981546,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.51732980981546,9.53766730714949,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.53766730714949,9.5482803884815,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.5482803884815,9.56436777908819,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.56436777908819,9.56651574035564,25,1,8,0,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.56651574035564,9.57373599036499,25,1,8,1,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.57373599036499,9.60989580675128,25,1,8,1,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.60989580675128,9.68573509443672,25,1,8,1,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.68573509443672,9.7920112489303,25,1,8,1,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.7920112489303,9.83279853914556,25,1,8,1,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.83279853914556,9.83822920741948,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.83822920741948,9.84666496757546,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.84666496757546,9.89601247327922,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.89601247327922,9.93253089286508,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.93253089286508,9.97382720241526,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.97382720241526,10.0310559711688,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.0310559711688,10.0663609070993,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.0663609070993,10.0855336639277,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.0855336639277,10.1537589360926,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.1537589360926,10.208739736271,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.208739736271,10.2595272424647,25,0,8,1,26,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.2595272424647,10.2680601215404,25,0,8,2,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.2680601215404,10.3093243618015,25,0,8,2,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.3093243618015,10.5155928348359,25,0,8,2,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.5155928348359,10.8485929985404,25,0,8,2,26,2
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,10.8485929985404,11.977497529728,25,0,8,4,26,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,11.977497529728,Inf,25,0,8,8,26,8
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,-Inf,3.1006579628128,7,7,2,0,7,7
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,3.1006579628128,6.12924198167757,7,7,2,0,7,7
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,6.12924198167757,7.12596386583699,7,5,2,0,7,5
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,7.12596386583699,7.58283588372905,7,4,2,0,7,4
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,7.58283588372905,7.9138736622868,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,7.9138736622868,8.02948472605035,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.02948472605035,8.08577541605725,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.08577541605725,8.10106179222088,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.10106179222088,8.10948800872403,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.10948800872403,8.11292890571712,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11292890571712,8.11314417344442,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11314417344442,8.11329666348212,7,1,2,0,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11329666348212,8.11382889347527,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11382889347527,8.11483578294415,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11483578294415,8.11718376242108,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11718376242108,8.14193814711623,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.14193814711623,8.38932516935818,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.38932516935818,9.21928931280763,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,9.21928931280763,10.129489284252,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,10.129489284252,10.184465889319,7,0,2,0,7,0
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,10.184465889319,10.1858849616332,7,0,2,1,7,1
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,10.1858849616332,10.1925301221275,7,0,2,1,7,1
