sequenceID,min.log.lambda,max.log.lambda
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,9.52470097903935,10.6869170822222
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,9.26483575999227,12.009322736272
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,9.69883921538792,10.1843315778171
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,9.83279853914316,10.2595272424648
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,8.11329666347989,10.1844658893202
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:93504854-194041961,8.87962639532073,9.12324536130114
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr4:1478646-8799203,11.1346130482457,Inf
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr4:75452279-190000000,9.2614931190813,10.422248388783
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr5:100000-17500000,8.97556352357594,9.27685181589758
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr11:96437584-134946516,8.44685440213197,12.6446013787976
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:103913906-120697156,9.00486518146656,13.0803826131796
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:30028082-91800000,9.84390770277222,10.2909727776626
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr2:110251337-149690582,11.9102796640352,12.2138156599427
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:60000-66170270,10.3191725354667,10.4447394756982
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:93504854-194041961,10.9396305604057,11.9372912189117
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:1478646-8799203,9.73340466208166,12.6771439394842
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:75452279-190000000,9.95310017169879,12.6218675108404
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr5:100000-17500000,11.8167528976404,13.4774594389603
