sequenceID,min.log.lambda,max.log.lambda
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:68270000-75427379,8.89908670917659,11.5685344974281
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3669144969317,10.6570483516205
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.46768978573582,10.7220415214482
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.98454825318069,11.043599493738
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.88641013524506,10.1443474568531
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.62968391206265,11.014199664528
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.59708514547267,11.7489815065703
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.39744945277485,10.5145568857068
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr5:100000-17500000,9.31056056044062,10.5743341321114
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr6:62178589-95680543,9.7553633812238,11.2101088787598
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr7:62500000-74715724,8.52953552587138,10.1563276781306
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr8:48135599-86500000,9.1841481325464,10.9854324177919
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr4:68270000-75427379,9.85244530434386,12.8508133712282
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr4:75452279-190000000,11.2408223687235,11.3911606288533
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr5:100000-17500000,10.6185469094499,11.9698910308867
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr6:62178589-95680543,10.1378516074557,11.6681090936204
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr7:62500000-74715724,9.01864661521617,10.4330874079045
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr8:48135599-86500000,10.6805785391489,11.629342483512
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr4:68270000-75427379,9.26184058803801,11.6473245275914
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr4:75452279-190000000,9.9160742658887,10.0630795980976
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr5:100000-17500000,10.3560464598313,11.6458108815673
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr6:62178589-95680543,11.0461218242425,Inf
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr7:62500000-74715724,9.16005750310291,10.7999310332797
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr8:48135599-86500000,9.61202169495273,11.0213156202904
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr4:68270000-75427379,9.12189864505792,11.2315421148949
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr4:75452279-190000000,8.73301105916455,9.72167791676172
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr5:100000-17500000,9.34527070313989,11.6144391278608
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr6:62178589-95680543,8.81970603633839,11.472403554583
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr7:62500000-74715724,9.34769802138233,10.0016977644825
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr8:48135599-86500000,9.34603573394811,10.1273218593196
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr4:68270000-75427379,8.81843223108993,10.2910008130307
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr4:75452279-190000000,9.40589893735874,10.5173854564671
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr5:100000-17500000,9.45739659649402,10.1625472068915
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr6:62178589-95680543,10.6955281951785,11.2929588697309
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr7:62500000-74715724,8.84927721029483,11.1669626305524
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr8:48135599-86500000,9.14123661955307,10.771253507307
