sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr15:29209443-82829645,0,0,1,4,250,2.99780000828792,5.18000247912623,53620202,2067964,0,0,0.693147180559945,1.6094379124341,5.52545293913178,1.38574421188753,1.82131867262263,17.7974364766657,14.5420755899024,-Inf,-Inf,0,1.38629436111989,5.52146091786225,1.09787868907903,1.64480553486707,17.797436458016,14.5420751063351,,,-Inf,0.326634259978281,1.708642484306,0.0933798534489989,0.49762216134301,2.87905442771369,2.67704617900171
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr16:46385801-88389383,0,0,1,4,10086,4.39866571379555,78.0669277920848,42003582,1526422,0,0,0.693147180559945,1.6094379124341,9.21900274505484,1.6861518330006,4.37029468104804,17.5532654821328,14.2384376476968,-Inf,-Inf,0,1.38629436111989,9.21890360263667,1.48130124807094,4.35756650739279,17.5532654583253,14.2384369925702,,,-Inf,0.326634259978281,2.22125611538221,0.392920923156612,1.47191376103631,2.86523999860519,2.65594513820186
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr17:396626-21566608,0,0,1,3,226,2.33818195972014,4.69459258685127,21169982,660671,0,0,0.693147180559945,1.38629436111989,5.4249500174814,1.20542633535374,1.73951705559584,16.8680948400876,13.4010127778253,-Inf,-Inf,0,1.09861228866811,5.42053499927229,0.849373687104541,1.54641133293145,16.8680947928509,13.4010112642137,,,-Inf,0.0940478276166991,1.69019451893303,-0.163256039797374,0.435936977475051,2.82542395555378,2.59533017158798
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr18:10000-15410898,0,0,2,4,917,3.30268702513321,6.04205754350936,15400898,646083,0,0,1.09861228866811,1.6094379124341,6.82219739062049,1.45923971710319,1.95190039217198,16.5499364423034,13.3786848052712,-Inf,-Inf,0.693147180559945,1.38629436111989,6.82110747225646,1.19473638719108,1.7987446068366,16.5499363773721,13.3786832574836,,,-0.366512920581664,0.326634259978281,1.92002184463356,0.177925564555667,0.587088980930915,2.80638225754814,2.59366263860802
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr18:18510898-52059136,0,0,2,5,3347,3.4415193727909,10.3838907950737,33548238,1441998,0,0,1.09861228866811,1.79175946922805,8.11611843160937,1.49099651898573,2.4321992678984,17.3284949311817,14.1815409033455,-Inf,-Inf,0.693147180559945,1.6094379124341,8.11581970121133,1.23591305201112,2.34025564325328,17.3284949013739,14.1815402098635,,,-0.366512920581664,0.475884995327111,2.09381520648903,0.211810010291765,0.850260172655885,2.85235225064106,2.65194113367253
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr19:20573415-24631782,0,1,4,10,271,7.53879010942086,9.78486919276456,4058367,364051,0,0.693147180559945,1.6094379124341,2.39789527279837,5.605802066296,2.14461932439394,2.37814415114119,15.2162914803228,12.8050519935586,-Inf,0,1.38629436111989,2.30258509299405,5.6021188208797,2.02006170620278,2.28083723262016,15.2162912339183,12.8050492466945,,-Inf,0.326634259978281,0.834032445247956,1.72314488705205,0.703128058571682,0.824542582851798,2.72236664559872,2.5498395655398
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr1:30028082-103863906,0,0,2,4,351,3.30758680230886,5.23079864564797,73835824,3098794,0,0,1.09861228866811,1.6094379124341,5.8636311755981,1.46037784065251,1.82950451810622,18.1173546053903,14.9465238842108,-Inf,-Inf,0.693147180559945,1.38629436111989,5.86078622346587,1.19621886074692,1.65456397113146,18.1173545918467,14.9465235615046,,,-0.366512920581664,0.326634259978281,1.76828376241616,0.179165632722641,0.503537512564946,2.89687029612925,2.70447873510362
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr21:14338129-42955559,0,0,2,5,199,3.41104914033161,4.7535740373454,28617430,1234076,0,0,1.09861228866811,1.79175946922805,5.29831736654804,1.48411256146692,1.74982123342582,17.1695265656598,14.0258338802042,-Inf,-Inf,0.693147180559945,1.6094379124341,5.29330482472449,1.22701990976241,1.55889676402865,17.169526530716,14.0258330698816,,,-0.366512920581664,0.475884995327111,1.66644278137904,0.204588391972359,0.443978368530027,2.84313609914863,2.64090084856675
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr22:16847850-20509431,0,0,0,2,4932,2.25043826696719,24.8372440019399,3661581,96791,0,0,0,1.09861228866811,8.50370260123374,1.17878983862454,3.25181701695454,15.1134058524257,11.4803196252213,-Inf,-Inf,-Inf,0.693147180559945,8.50349986428423,0.811124982566884,3.21234430090745,15.1134055793197,11.4803092937356,,,,-0.366512920581664,2.14047782749034,-0.209333127533319,1.1670009824032,2.71558213668126,2.44063333249152
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr22:20609431-50364777,0,0,0,2,544,1.92407035024899,4.36045988788616,29755346,776646,0,0,0,1.09861228866811,6.30078579466324,1.07297660119078,1.67904977138086,17.2085194048987,13.5627412146648,-Inf,-Inf,-Inf,0.693147180559945,6.29894924685594,0.654442916153526,1.47257753067141,17.2085193712912,13.5627399270777,,,,-0.366512920581664,1.84038283327378,-0.423970914924732,0.387014287565944,2.84540457347714,2.60732632161998
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr15:29209443-82829645,0,1,2,4,86,2.67832211821955,2.98936621347434,53620202,2577540,0,0.693147180559945,1.09861228866811,1.6094379124341,4.46590811865458,1.3024567020698,1.383632374544,17.7974364766657,14.7623464016333,-Inf,0,0.693147180559945,1.38629436111989,4.45434729625351,0.985190523164577,1.09506139619637,17.797436458016,14.7623460136665,,-Inf,-0.366512920581664,0.326634259978281,1.49388053980827,-0.0149202319815957,0.0908104312823487,2.87905442771369,2.69207975055741
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr16:46385801-88389383,0,1,2,4,6482,3.79378768220291,51.0080212545459,42003582,2057198,0,0.693147180559945,1.09861228866811,1.6094379124341,8.776938645175,1.56732084679675,3.95139796158048,17.5532654821328,14.5368559067852,-Inf,0,0.693147180559945,1.38629436111989,8.77678438370149,1.33336490848222,3.9319828998581,17.5532654583253,14.5368554206872,,-Inf,-0.366512920581664,0.326634259978281,2.17211009724938,0.287705753533045,1.36914385330753,2.86523999860519,2.67668717778609
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr17:396626-21566608,0,1,2,3,71,2.63280540342453,3.34250755830996,21169982,999872,0,0.693147180559945,1.09861228866811,1.38629436111989,4.27666611901606,1.29000518819989,1.46845195967507,16.8680948400876,13.8153835498991,-Inf,0,0.693147180559945,1.09861228866811,4.26267987704132,0.968049970993918,1.20672129126589,16.8680947928509,13.8153825497716,,-Inf,-0.366512920581664,0.0940478276166991,1.44989804161164,-0.0324715701103764,0.18790700514984,2.82542395555378,2.62578264889113
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr18:10000-15410898,0,1,2,4,1649,3.00774013307536,6.82721925452353,15400898,816164,0,0.693147180559945,1.09861228866811,1.6094379124341,7.40853056689463,1.3882275246235,2.057607307018,16.5499364423034,13.6123718193877,-Inf,0,0.693147180559945,1.38629436111989,7.4079243225596,1.10118901042586,1.92091745371413,16.5499363773721,13.6123705941445,,-Inf,-0.366512920581664,0.326634259978281,2.0025502816545,0.096390514601448,0.652802912386397,2.80638225754814,2.61097898181496
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr18:18510898-52059136,0,1,2,4,2753,3.05205805443493,7.49967358060995,33548238,1806457,0,0.693147180559945,1.09861228866811,1.6094379124341,7.9208096792886,1.39922491363694,2.1400277604777,17.3284949311817,14.4068785799223,-Inf,0,0.693147180559945,1.38629436111989,7.92044650514261,1.11581613500897,2.01485949700979,17.3284949013739,14.4068780263527,,-Inf,-0.366512920581664,0.326634259978281,2.06944758114916,0.109586096809566,0.700549464436377,2.85235225064106,2.66770573326687
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr19:20573415-24631782,0,2,4,7,158,5.32014280620752,4.58559622362204,4058367,370950,0,1.09861228866811,1.6094379124341,2.07944154167984,5.06890420222023,1.84374180382239,1.72019118127668,15.2162914803228,12.8238252573951,-Inf,0.693147180559945,1.38629436111989,1.94591014905531,5.06259503302697,1.67150014626537,1.52292013512164,15.2162912339183,12.8238225616177,,-0.366512920581664,0.326634259978281,0.665729810578276,1.62187920421241,0.513721514383468,0.420629633353302,2.72236664559872,2.55130457878121
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr1:30028082-103863906,0,1,2,4,115,2.92707264972082,2.97707856275143,73835824,3865162,0,0.693147180559945,1.09861228866811,1.6094379124341,4.75359019110636,1.36789427548098,1.38054752030538,18.1173546053903,15.167514412465,-Inf,0,0.693147180559945,1.38629436111989,4.74493212836325,1.07400282794181,1.09094247159186,18.1173545918467,15.1675141537436,,-Inf,-0.366512920581664,0.326634259978281,1.5570771281373,0.0713926291761353,0.087041975480695,2.89687029612925,2.71915591399647
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr21:14338129-42955559,0,1,2,4,125,2.9697844635245,2.74401689885402,28617430,1524140,0,0.693147180559945,1.09861228866811,1.6094379124341,4.83628190695148,1.37871180192162,1.32015907218796,17.1695265656598,14.2369415306341,-Inf,0,0.693147180559945,1.38629436111989,4.8283137373023,1.08848937897732,1.00942286831917,17.169526530716,14.2369408745266,,-Inf,-0.366512920581664,0.326634259978281,1.57449728399522,0.0847908441596237,0.00937875002619454,2.84313609914863,2.65584005667831
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr22:16847850-20509431,0,0,1,3,4805,2.67860003643235,29.694785596686,3661581,151281,0,0,0.693147180559945,1.38629436111989,8.47762041629641,1.30253225491842,3.42409278989615,15.1134058524257,11.9269009237632,-Inf,-Inf,0,1.09861228866811,8.47741232140439,0.98529428357215,3.39097146125944,15.1134055793197,11.9268943135696,,,-Inf,0.0940478276166991,2.13740525245806,-0.0148149173835695,1.22111644708315,2.71558213668126,2.47879587644967
